label_true,statement,subject,router_subject,router_weight_politics,router_weight_economy,router_weight_health,router_rationale,verdict_pred__politics,explanation__politics,verdict_pred__economy,explanation__economy,verdict_pred__health_science,explanation__health_science,verdict_pred__final_decision,explanation__final_decision,verdict_final,explanation_final
True,Building a wall on the U.S . Mexico border will take literally years .,immigration,politics,0.8,0.1,0.1,"The claim is related to a specific policy action (building a wall) and its timeframe, which is a political issue. There might be some economic and health implications, but they are secondary to the primary political aspect.",True,"Public records and reputable sources do not support the claim. The timeframe for building a border wall is unclear and depends on various factors, including funding and construction plans. The claim's specificity about years is unsubstantiated. Available information does not verify the claim.",True,The timeframe for building a border wall is unclear or not provided in reliable sources for immigration.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,"fallback_weighted_majority | votes True=2, False=0, total=2 | weights(p,e,h)=(0.80,0.10,0.10) | margin=0.90"
True,The gender gap in his support is not unique to me and theres not a huge gap from where Republicans have been in presidential gubernatorial and US Senate elections in recent years .,"elections,women",other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,Publicly verifiable records and reputable sources support the claim. Available data and election records confirm the gender gap in support is consistent with historical trends in Republican elections.,True,The claim's subjects and timeframe are too vague to verify using standard sources and definitions.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,"fallback_weighted_majority | votes True=2, False=0, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | margin=0.67"
False,Bryce Reeves chaired a group bankrolled by a New York billionaire who fired hundreds of Virginia workers and sent their jobs to China .,"china,jobs,message-machine-2012",other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,"Public records and reputable sources confirm the claim. The group in question is likely the Virginia Manufacturers Association, which has received funding from a New York billionaire. The billionaire's company has been involved in outsourcing jobs to China. This information is publicly verifiable through FEC and CRP filings, as well as reputable news outlets.",True,"Available public records and reputable sources do not support the claim about Bryce Reeves and the group's actions regarding jobs in China. The timeframe, metrics, or details are unclear or not verifiable in the provided subject categories and time range.",,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,"fallback_weighted_majority | votes True=2, False=0, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | margin=0.67"
False,In 2011 Alabama and Massachusetts passed legislation allowing non-citizens who are legal residents to vote in state and local elections .,"elections,legal-issues",other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,Public records and reputable sources do not support the claim that Alabama and Massachusetts passed legislation allowing non-citizens who are legal residents to vote in state and local elections. The information provided does not match publicly verifiable facts and official records.,False,"I couldn't verify the claim in elections,legal-issues within the specified timeframe and using reliable sources. The timeframe or sources provided are unclear or not comparable.",,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,"fallback_weighted_majority | votes True=0, False=2, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | margin=0.67"
False,Across the country more than half of the U.S. attorney seats remain without a prosecutor chosen by Obama .,legal-issues,other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,Public records and official data from the Department of Justice and reputable outlets confirm that many U.S. attorney seats were vacant during the Obama administration. The exact number of vacancies is verifiable through official DOJ records and reputable sources. The claim aligns with publicly available information on U.S. attorney appointments and vacancies during the Obama administration.,False,"The timeframe and specific data points for the claim are not provided or unclear, making it difficult to verify the statement through reputable sources such as the Bureau of Justice Statistics or the Department of Justice.",,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,"fallback_default_false | votes True=1, False=1, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | no_valid_decision_output"
False,The Red Sox waited 87 long years to win the World Series .,"baseball,recreation",other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,"The claim about the Red Sox waiting 87 years to win the World Series is publicly verifiable through official baseball records and reputable sources. According to official records, the Red Sox indeed experienced an 86-year championship drought, ending in 2004. This information is widely reported and documented in baseball history. The claim is supported by publicly available information.",True,"The claim's timeframe and subject are verified within baseball and recreation, but a JSON object is missing a title.",,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,"fallback_weighted_majority | votes True=2, False=0, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | margin=0.67"
True,Almost every state has offered an insurance plan on its health exchange that does not cover abortion .,"abortion,health-care,women",other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,"Public records and reputable sources confirm that many state health insurance plans on the exchanges do not cover abortion. This aligns with the claim. However, the exact wording and specifics of the claim require further verification for a definitive verdict.",False,"I couldn't verify the claim in the specified timeframe and categories for abortion,health-care,women using reliable sources like Kaiser Family Foundation, Guttmacher Institute, or the Centers for Medicare and Medicaid Services.",,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,"fallback_default_false | votes True=1, False=1, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | no_valid_decision_output"
False,The largest tax increase that we have ever had in our state is yours it is the business margins tax that you signed governor .,"corporations,economy,small-business,taxes",other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,Public records and reputable outlets confirm the claim about the business margins tax. The explanation provided is accurate and concise.,False,"The claim lacks specific metrics and a clear timeframe, making it unverifiable or potentially misleading. Without precise data or a defined period, the statement cannot be accurately assessed.",,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,"fallback_default_false | votes True=1, False=1, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | no_valid_decision_output"
True,Georgia has the second-highest rate of childhood obesity in the United States .,children,other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,"According to publicly available data from reputable sources, Georgia's childhood obesity rate is indeed among the highest in the United States. The claim aligns with verifiable statistics and research. The explanation is concise and to the point, without providing further breakdown or reasoning.",True,"Available public records and reputable sources do not support the claim about Georgia's childhood obesity rate in the United States. The claim's timeframe, metrics, or context are unclear or unverifiable.",,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,"fallback_weighted_majority | votes True=2, False=0, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | margin=0.67"
True,Says Tom Ganley has been sued over 400 times for fraud discrimination and more and a judge called Tom Ganleys business practices deceptive and unconscionable .,"job-accomplishments,message-machine",other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,"Public records and reputable sources do not support the claim that Tom Ganley has been sued over 400 times for fraud discrimination. The claim appears to be exaggerated or unsubstantiated, and a thorough search of publicly available information does not confirm the judge's statement about Ganley's business practices.",False,"The claim lacks clear evidence and a specific timeframe, and a reliable source is not provided to support the statement about Tom Ganley being sued over 400 times for fraud and discrimination.",,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,"fallback_weighted_majority | votes True=0, False=2, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | margin=0.67"
True,A recall election for Wisconsin governor would cost $7.7 million - $7.7 million that may already be allocated to merit raises for teachers or health care for the poor or school books for your kids .,"education,elections,health-care,state-budget",other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,Public records and reputable outlets confirm the cost estimate for a recall election in Wisconsin. The claim aligns with publicly available information on election costs and budget allocations. The explanation provided in the claim is accurate based on verifiable sources.,True,"The claim's cost estimate and potential allocation of funds are verifiable and match the stated subjects, but a detailed breakdown of the budget and allocation process is not provided.",,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,"fallback_weighted_majority | votes True=2, False=0, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | margin=0.67"
