subjects,statement,label
elections,The Electoral Commission has seized the list of candidates for the 2009 General Election.,False
jobs,The U.S. unemployment rate is at 8.7 percent.,True
transportation,"US Transportation Secretary Gary Kelly has said: ""Deregulation is a great thing, but we need a national transportation strategy.""",False
transportation,"The newest generation of airliners will launch in 2020, according to the New York Times.",False
homeland-security,A cyber-attack was used to disrupt e-mails of several former Homeland Security officials.,True
foreign-policy,The US is going to rely on nuclear weapons to fight terrorism,False
energy,The US has a $1.3 trillion backlog of investments in renewable energy.,False
gun-control,"The Second Amendment states , and Congress has always interpreted the Second Amendment broadly , that the owner of a firearm is free to make laws to restrict that firearm .",True
economy,The economy will recover when the US starts a new round of hiring,True
education,Education is a big part of the national conversation about climate change.,False
environment,We 're gonna see the sea foam that wreaks havoc on the beach.,False
homeland-security,A federal court in Colorado ruled Monday that the Federal Aviation Administration is not required to inform the public of any airport security measures.,True
jobs,This is to ensure that the unemployment rate does not rise to unacceptably high levels.,True
jobs,The jobs situation is quite concerning,True
economy,The US is still battling with the Great Depression,False
jobs,The company's profits declined by a third in the previous year.,False
environment,New Zealanders are making environmental protection a priority.,True
energy,China is the worlds leading market for solar energy,False
veterans,"Veterans of the first Gulf War were drafted, but many died.",True
economy,The US economy is growing at record speed.,True
environment,No rain fell in the US for weeks in September 2005,False
gun-control,If only he had been more careful.,True
veterans,'Supporting veterans' had dropped in the last few weeks,False
gun-control,Republicans will debate gun control at state capitol August 7,True
